description,cleansing,case_folding,tokenize,filtering/stopword removal,stemming_data
"@@azrielmuhammad1134 jangan samain dgn dubai iklim nya saja beda dengan Indonesia, minim bencana tsunami rob yg berkaitan dgn air secara negara lbh maju dan canggih dibanding kita, Indonesia negara bencana laut tsunami, rob, abrasi, dan gunung berapi",azrielmuhammad jangan samain dgn dubai iklim nya saja beda dengan Indonesia minim bencana tsunami rob yg berkaitan dgn air secara negara lbh maju dan canggih dibanding kita Indonesia negara bencana laut tsunami rob abrasi dan gunung berapi,azrielmuhammad jangan samain dgn dubai iklim nya saja beda dengan indonesia minim bencana tsunami rob yg berkaitan dgn air secara negara lbh maju dan canggih dibanding kita indonesia negara bencana laut tsunami rob abrasi dan gunung berapi,"['azrielmuhammad', 'jangan', 'samain', 'dgn', 'dubai', 'iklim', 'nya', 'saja', 'beda', 'dengan', 'indonesia', 'minim', 'bencana', 'tsunami', 'rob', 'yg', 'berkaitan', 'dgn', 'air', 'secara', 'negara', 'lbh', 'maju', 'dan', 'canggih', 'dibanding', 'kita', 'indonesia', 'negara', 'bencana', 'laut', 'tsunami', 'rob', 'abrasi', 'dan', 'gunung', 'berapi']","['azrielmuhammad', 'samain', 'dgn', 'dubai', 'iklim', 'nya', 'beda', 'indonesia', 'minim', 'bencana', 'tsunami', 'rob', 'yg', 'berkaitan', 'dgn', 'air', 'negara', 'lbh', 'maju', 'canggih', 'dibanding', 'indonesia', 'negara', 'bencana', 'laut', 'tsunami', 'rob', 'abrasi', 'gunung', 'berapi']",azrielmuhammad samain dgn dubai iklim nya beda indonesia minim bencana tsunami rob yg kait dgn air negara lbh maju canggih banding indonesia negara bencana laut tsunami rob abrasi gunung rap
@@azrielmuhammad1134 berhubung cpi reklamasi sdh ada perda bahwa hanya diperuntukkan utk rth Ruang Tata Hijau saja sebagai tanggul agar menjaga ekosistem alam,azrielmuhammad berhubung cpi reklamasi sdh ada perda bahwa hanya diperuntukkan utk rth Ruang Tata Hijau saja sebagai tanggul agar menjaga ekosistem alam,azrielmuhammad berhubung cpi reklamasi sdh ada perda bahwa hanya diperuntukkan utk rth ruang tata hijau saja sebagai tanggul agar menjaga ekosistem alam,"['azrielmuhammad', 'berhubung', 'cpi', 'reklamasi', 'sdh', 'ada', 'perda', 'bahwa', 'hanya', 'diperuntukkan', 'utk', 'rth', 'ruang', 'tata', 'hijau', 'saja', 'sebagai', 'tanggul', 'agar', 'menjaga', 'ekosistem', 'alam']","['azrielmuhammad', 'berhubung', 'cpi', 'reklamasi', 'sdh', 'perda', 'diperuntukkan', 'utk', 'rth', 'ruang', 'tata', 'hijau', 'tanggul', 'menjaga', 'ekosistem', 'alam']",azrielmuhammad hubung cpi reklamasi sdh perda untuk utk rth ruang tata hijau tanggul jaga ekosistem alam
"Senang lihatya Makasar makin keren,,salam dari TUBAN JATIM 🙏🙏",Senang lihatya Makasar makin kerensalam dari TUBAN JATIM ,senang lihatya makasar makin kerensalam dari tuban jatim ,"['senang', 'lihatya', 'makasar', 'makin', 'kerensalam', 'dari', 'tuban', 'jatim']","['senang', 'lihatya', 'makasar', 'kerensalam', 'tuban', 'jatim']",senang lihatya makasar kerensalam tuban jatim
"Mekasar masih sangat kotor dan kumuh ada data nya,, cuma nomor 7..10 20 di indonesia.. jumlah penduduk sedikit dan tidak punya infrastruktur memadai masih sekelas menado jayapura Balikpapan saat ini",Mekasar masih sangat kotor dan kumuh ada data nya cuma nomor   di indonesia jumlah penduduk sedikit dan tidak punya infrastruktur memadai masih sekelas menado jayapura Balikpapan saat ini,mekasar masih sangat kotor dan kumuh ada data nya cuma nomor   di indonesia jumlah penduduk sedikit dan tidak punya infrastruktur memadai masih sekelas menado jayapura balikpapan saat ini,"['mekasar', 'masih', 'sangat', 'kotor', 'dan', 'kumuh', 'ada', 'data', 'nya', 'cuma', 'nomor', 'di', 'indonesia', 'jumlah', 'penduduk', 'sedikit', 'dan', 'tidak', 'punya', 'infrastruktur', 'memadai', 'masih', 'sekelas', 'menado', 'jayapura', 'balikpapan', 'saat', 'ini']","['mekasar', 'kotor', 'kumuh', 'data', 'nya', 'nomor', 'indonesia', 'penduduk', 'infrastruktur', 'memadai', 'sekelas', 'menado', 'jayapura', 'balikpapan']",mekasar kotor kumuh data nya nomor indonesia duduk infrastruktur pada kelas menado jayapura balikpapan
@@celebesewako6816 ya semoga aj seiring bejlanya waktu Bisa LBH baik lagi dari sekarang...klu di sini kbnyakn manusianya heee...,celebesewako ya semoga aj seiring bejlanya waktu Bisa LBH baik lagi dari sekarangklu di sini kbnyakn manusianya heee,celebesewako ya semoga aj seiring bejlanya waktu bisa lbh baik lagi dari sekarangklu di sini kbnyakn manusianya heee,"['celebesewako', 'ya', 'semoga', 'aj', 'seiring', 'bejlanya', 'waktu', 'bisa', 'lbh', 'baik', 'lagi', 'dari', 'sekarangklu', 'di', 'sini', 'kbnyakn', 'manusianya', 'heee']","['celebesewako', 'ya', 'semoga', 'aj', 'seiring', 'bejlanya', 'lbh', 'sekarangklu', 'kbnyakn', 'manusianya', 'heee']",celebesewako ya moga aj iring bejlanya lbh sekarangklu kbnyakn manusia heee
Di JkT banyak orang PINTAR tapi enggak NGERTI .,Di JkT banyak orang PINTAR tapi enggak NGERTI ,di jkt banyak orang pintar tapi enggak ngerti ,"['di', 'jkt', 'banyak', 'orang', 'pintar', 'tapi', 'enggak', 'ngerti']","['jkt', 'orang', 'pintar', 'ngerti']",jkt orang pintar ngerti
Saya baru semingu ke makasar dari bogor..warganyah sangat ramah2,Saya baru semingu ke makasar dari bogorwarganyah sangat ramah,saya baru semingu ke makasar dari bogorwarganyah sangat ramah,"['saya', 'baru', 'semingu', 'ke', 'makasar', 'dari', 'bogorwarganyah', 'sangat', 'ramah']","['semingu', 'makasar', 'bogorwarganyah', 'ramah']",semingu makasar bogorwarganyah ramah
Alhamdulillah.. 👏👏,Alhamdulillah ,alhamdulillah ,['alhamdulillah'],['alhamdulillah'],alhamdulillah
Jalan2 ke CPI kak... apalagi klw sore sunsetnya keren👍,Jalan ke CPI kak apalagi klw sore sunsetnya keren,jalan ke cpi kak apalagi klw sore sunsetnya keren,"['jalan', 'ke', 'cpi', 'kak', 'apalagi', 'klw', 'sore', 'sunsetnya', 'keren']","['jalan', 'cpi', 'kak', 'klw', 'sore', 'sunsetnya', 'keren']",jalan cpi kak klw sore sunsetnya keren
@@azrielmuhammad1134 blm tau saya daerh sini kak..baru semingu,azrielmuhammad blm tau saya daerh sini kakbaru semingu,azrielmuhammad blm tau saya daerh sini kakbaru semingu,"['azrielmuhammad', 'blm', 'tau', 'saya', 'daerh', 'sini', 'kakbaru', 'semingu']","['azrielmuhammad', 'blm', 'tau', 'daerh', 'kakbaru', 'semingu']",azrielmuhammad blm tau daerh kakbaru semingu
​@@ezraannur5922tetap waspada aja bro pemuda-pemuda mekasar masih suka main busur panah sembarangan sudah banyak korban jiwa,ezraannurtetap waspada aja bro pemudapemuda mekasar masih suka main busur panah sembarangan sudah banyak korban jiwa,ezraannurtetap waspada aja bro pemudapemuda mekasar masih suka main busur panah sembarangan sudah banyak korban jiwa,"['ezraannurtetap', 'waspada', 'aja', 'bro', 'pemudapemuda', 'mekasar', 'masih', 'suka', 'main', 'busur', 'panah', 'sembarangan', 'sudah', 'banyak', 'korban', 'jiwa']","['ezraannurtetap', 'waspada', 'aja', 'bro', 'pemudapemuda', 'mekasar', 'suka', 'main', 'busur', 'panah', 'sembarangan', 'korban', 'jiwa']",ezraannurtetap waspada aja bro pemudapemuda mekasar suka main busur panah sembarang korban jiwa
@@celebesewako6816 waduh baru tau saya...ngeri juga bang,celebesewako waduh baru tau sayangeri juga bang,celebesewako waduh baru tau sayangeri juga bang,"['celebesewako', 'waduh', 'baru', 'tau', 'sayangeri', 'juga', 'bang']","['celebesewako', 'tau', 'sayangeri', 'bang']",celebesewako tau sayangeri bang
Susah byk pikiran nya pendek harus nya malu dgn Sulawesi ada reklamasi yg bagus karna masarakat nya mendukung ada pembangunan kalau DKI byk yg protes nya coba liat skrg DKI air Uda tinggi maka nya ada reklamasi itu buat memperluas daratan supaya air jgn sampai meluap ke pemungkinan,Susah byk pikiran nya pendek harus nya malu dgn Sulawesi ada reklamasi yg bagus karna masarakat nya mendukung ada pembangunan kalau DKI byk yg protes nya coba liat skrg DKI air Uda tinggi maka nya ada reklamasi itu buat memperluas daratan supaya air jgn sampai meluap ke pemungkinan,susah byk pikiran nya pendek harus nya malu dgn sulawesi ada reklamasi yg bagus karna masarakat nya mendukung ada pembangunan kalau dki byk yg protes nya coba liat skrg dki air uda tinggi maka nya ada reklamasi itu buat memperluas daratan supaya air jgn sampai meluap ke pemungkinan,"['susah', 'byk', 'pikiran', 'nya', 'pendek', 'harus', 'nya', 'malu', 'dgn', 'sulawesi', 'ada', 'reklamasi', 'yg', 'bagus', 'karna', 'masarakat', 'nya', 'mendukung', 'ada', 'pembangunan', 'kalau', 'dki', 'byk', 'yg', 'protes', 'nya', 'coba', 'liat', 'skrg', 'dki', 'air', 'uda', 'tinggi', 'maka', 'nya', 'ada', 'reklamasi', 'itu', 'buat', 'memperluas', 'daratan', 'supaya', 'air', 'jgn', 'sampai', 'meluap', 'ke', 'pemungkinan']","['susah', 'byk', 'pikiran', 'nya', 'pendek', 'nya', 'malu', 'dgn', 'sulawesi', 'reklamasi', 'yg', 'bagus', 'karna', 'masarakat', 'nya', 'mendukung', 'pembangunan', 'dki', 'byk', 'yg', 'protes', 'nya', 'coba', 'liat', 'skrg', 'dki', 'air', 'uda', 'nya', 'reklamasi', 'memperluas', 'daratan', 'air', 'jgn', 'meluap', 'pemungkinan']",susah byk pikir nya pendek nya malu dgn sulawesi reklamasi yg bagus karna masarakat nya dukung bangun dki byk yg protes nya coba liat skrg dki air uda nya reklamasi luas darat air jgn luap mungkin
Coba dulu jakarta seperti reklamasi Sulawesi berhasil tapi susa kalau byk pro kontra nya sampai mn pun juga da akan maju kalau byk yg protes nya,Coba dulu jakarta seperti reklamasi Sulawesi berhasil tapi susa kalau byk pro kontra nya sampai mn pun juga da akan maju kalau byk yg protes nya,coba dulu jakarta seperti reklamasi sulawesi berhasil tapi susa kalau byk pro kontra nya sampai mn pun juga da akan maju kalau byk yg protes nya,"['coba', 'dulu', 'jakarta', 'seperti', 'reklamasi', 'sulawesi', 'berhasil', 'tapi', 'susa', 'kalau', 'byk', 'pro', 'kontra', 'nya', 'sampai', 'mn', 'pun', 'juga', 'da', 'akan', 'maju', 'kalau', 'byk', 'yg', 'protes', 'nya']","['coba', 'jakarta', 'reklamasi', 'sulawesi', 'berhasil', 'susa', 'byk', 'pro', 'kontra', 'nya', 'mn', 'da', 'maju', 'byk', 'yg', 'protes', 'nya']",coba jakarta reklamasi sulawesi hasil susa byk pro kontra nya mn da maju byk yg protes nya
Kota Makassar yes 14:35,Kota Makassar yes ,kota makassar yes ,"['kota', 'makassar', 'yes']","['kota', 'makassar', 'yes']",kota makassar yes
Kalo semua jembatan modelnya lurus di Indonesia... gak ada kapal² yang lalu lalang di Sungai seperti di luar negeri... karena terhalang jembatan...,Kalo semua jembatan modelnya lurus di Indonesia gak ada kapal yang lalu lalang di Sungai seperti di luar negeri karena terhalang jembatan,kalo semua jembatan modelnya lurus di indonesia gak ada kapal yang lalu lalang di sungai seperti di luar negeri karena terhalang jembatan,"['kalo', 'semua', 'jembatan', 'modelnya', 'lurus', 'di', 'indonesia', 'gak', 'ada', 'kapal', 'yang', 'lalu', 'lalang', 'di', 'sungai', 'seperti', 'di', 'luar', 'negeri', 'karena', 'terhalang', 'jembatan']","['kalo', 'jembatan', 'modelnya', 'lurus', 'indonesia', 'gak', 'kapal', 'lalang', 'sungai', 'negeri', 'terhalang', 'jembatan']",kalo jembatan model lurus indonesia gak kapal lalang sungai negeri halang jembatan
Stadiong manaaa...kasihan tuh PSM jadi kebelasan Gembel numpang dimana mana.,Stadiong manaaakasihan tuh PSM jadi kebelasan Gembel numpang dimana mana,stadiong manaaakasihan tuh psm jadi kebelasan gembel numpang dimana mana,"['stadiong', 'manaaakasihan', 'tuh', 'psm', 'jadi', 'kebelasan', 'gembel', 'numpang', 'dimana', 'mana']","['stadiong', 'manaaakasihan', 'tuh', 'psm', 'kebelasan', 'gembel', 'numpang', 'dimana']",stadiong manaaakasihan tuh psm belas gembel numpang mana
"Aduhh....knp diberi nama twins tower ya, kayak nya meniru Duo Tower Malaysia itu. Ganti aja deh, nama yang bernuansa Sulsel, begitu banyak nnama gituloh...h.",Aduhhknp diberi nama twins tower ya kayak nya meniru Duo Tower Malaysia itu Ganti aja deh nama yang bernuansa Sulsel begitu banyak nnama gitulohh,aduhhknp diberi nama twins tower ya kayak nya meniru duo tower malaysia itu ganti aja deh nama yang bernuansa sulsel begitu banyak nnama gitulohh,"['aduhhknp', 'diberi', 'nama', 'twins', 'tower', 'ya', 'kayak', 'nya', 'meniru', 'duo', 'tower', 'malaysia', 'itu', 'ganti', 'aja', 'deh', 'nama', 'yang', 'bernuansa', 'sulsel', 'begitu', 'banyak', 'nnama', 'gitulohh']","['aduhhknp', 'nama', 'twins', 'tower', 'ya', 'kayak', 'nya', 'meniru', 'duo', 'tower', 'malaysia', 'ganti', 'aja', 'deh', 'nama', 'bernuansa', 'sulsel', 'nnama', 'gitulohh']",aduhhknp nama twins tower ya kayak nya tiru duo tower malaysia ganti aja deh nama nuansa sulsel nnama gitulohh
"Mantap ditangan orang bertanggung jawab, kerja keras syukur jujur penggunaan anggaran pasti bermanfaat untuk masyarakat",Mantap ditangan orang bertanggung jawab kerja keras syukur jujur penggunaan anggaran pasti bermanfaat untuk masyarakat,mantap ditangan orang bertanggung jawab kerja keras syukur jujur penggunaan anggaran pasti bermanfaat untuk masyarakat,"['mantap', 'ditangan', 'orang', 'bertanggung', 'jawab', 'kerja', 'keras', 'syukur', 'jujur', 'penggunaan', 'anggaran', 'pasti', 'bermanfaat', 'untuk', 'masyarakat']","['mantap', 'ditangan', 'orang', 'bertanggung', 'kerja', 'keras', 'syukur', 'jujur', 'penggunaan', 'anggaran', 'bermanfaat', 'masyarakat']",mantap tang orang tanggung kerja keras syukur jujur guna anggar manfaat masyarakat
Indah nya kota makasar Suatu saat mau motoran kesana❤ Salam dari pulau bangka,Indah nya kota makasar Suatu saat mau motoran kesana Salam dari pulau bangka,indah nya kota makasar suatu saat mau motoran kesana salam dari pulau bangka,"['indah', 'nya', 'kota', 'makasar', 'suatu', 'saat', 'mau', 'motoran', 'kesana', 'salam', 'dari', 'pulau', 'bangka']","['indah', 'nya', 'kota', 'makasar', 'motoran', 'kesana', 'salam', 'pulau', 'bangka']",indah nya kota makasar motor kesana salam pulau bangka
Salam dari makassar 👍,Salam dari makassar ,salam dari makassar ,"['salam', 'dari', 'makassar']","['salam', 'makassar']",salam makassar
Salam dari kota daeng( makassar)🙋,Salam dari kota daeng makassar,salam dari kota daeng makassar,"['salam', 'dari', 'kota', 'daeng', 'makassar']","['salam', 'kota', 'daeng', 'makassar']",salam kota daeng makassar
Saat ini makassar adalah kota terbesar ke 4. Sepertinya akan menjadi kota terbesar ke 2 dan termaju di indonesia setelah jakarta mengalahkan surabaya dan medan . Luar biasa makassar saat ini .,Saat ini makassar adalah kota terbesar ke  Sepertinya akan menjadi kota terbesar ke  dan termaju di indonesia setelah jakarta mengalahkan surabaya dan medan  Luar biasa makassar saat ini ,saat ini makassar adalah kota terbesar ke  sepertinya akan menjadi kota terbesar ke  dan termaju di indonesia setelah jakarta mengalahkan surabaya dan medan  luar biasa makassar saat ini ,"['saat', 'ini', 'makassar', 'adalah', 'kota', 'terbesar', 'ke', 'sepertinya', 'akan', 'menjadi', 'kota', 'terbesar', 'ke', 'dan', 'termaju', 'di', 'indonesia', 'setelah', 'jakarta', 'mengalahkan', 'surabaya', 'dan', 'medan', 'luar', 'biasa', 'makassar', 'saat', 'ini']","['makassar', 'kota', 'terbesar', 'kota', 'terbesar', 'termaju', 'indonesia', 'jakarta', 'mengalahkan', 'surabaya', 'medan', 'makassar']",makassar kota besar kota besar maju indonesia jakarta kalah surabaya medan makassar
Alhamdulillah,Alhamdulillah,alhamdulillah,['alhamdulillah'],['alhamdulillah'],alhamdulillah
Nomor 7 ya,Nomor  ya,nomor  ya,"['nomor', 'ya']","['nomor', 'ya']",nomor ya
​@@azrielmuhammad1134😭🤮🤮,azrielmuhammad,azrielmuhammad,['azrielmuhammad'],['azrielmuhammad'],azrielmuhammad
Setau saya masuk 4 besar makassar tu. Jakarta Surabaya Makassar Medan,Setau saya masuk  besar makassar tu Jakarta Surabaya Makassar Medan,setau saya masuk  besar makassar tu jakarta surabaya makassar medan,"['setau', 'saya', 'masuk', 'besar', 'makassar', 'tu', 'jakarta', 'surabaya', 'makassar', 'medan']","['setau', 'masuk', 'makassar', 'tu', 'jakarta', 'surabaya', 'makassar', 'medan']",tau masuk makassar tu jakarta surabaya makassar medan
"@@ri1sanggaruda644 hahahaha dasar katak dalam tempurung si mahluk² primitif satu ini🤮 mekasar loh itu diurutan ke 7..10.. 1. Jakarta 2. Surabaya 3. Medan 4. Bandung 5. Semarang 6. Palembang 7. Mekasar 8. Batam/mekassar 9. Pekanbaru 10. Balam 11. Balikpapan 12. Padang Paham ya ,,",risanggaruda hahahaha dasar katak dalam tempurung si mahluk primitif satu ini mekasar loh itu diurutan ke   Jakarta  Surabaya  Medan  Bandung  Semarang  Palembang  Mekasar  Batammekassar  Pekanbaru  Balam  Balikpapan  Padang Paham ya ,risanggaruda hahahaha dasar katak dalam tempurung si mahluk primitif satu ini mekasar loh itu diurutan ke   jakarta  surabaya  medan  bandung  semarang  palembang  mekasar  batammekassar  pekanbaru  balam  balikpapan  padang paham ya ,"['risanggaruda', 'hahahaha', 'dasar', 'katak', 'dalam', 'tempurung', 'si', 'mahluk', 'primitif', 'satu', 'ini', 'mekasar', 'loh', 'itu', 'diurutan', 'ke', 'jakarta', 'surabaya', 'medan', 'bandung', 'semarang', 'palembang', 'mekasar', 'batammekassar', 'pekanbaru', 'balam', 'balikpapan', 'padang', 'paham', 'ya']","['risanggaruda', 'hahahaha', 'dasar', 'katak', 'tempurung', 'si', 'mahluk', 'primitif', 'mekasar', 'loh', 'diurutan', 'jakarta', 'surabaya', 'medan', 'bandung', 'semarang', 'palembang', 'mekasar', 'batammekassar', 'pekanbaru', 'balam', 'balikpapan', 'padang', 'paham', 'ya']",risanggaruda hahahaha dasar katak tempurung si mahluk primitif mekasar loh urut jakarta surabaya medan bandung semarang palembang mekasar batammekassar pekanbaru balam balikpapan padang paham ya
Kiranya pembangunannya berlanjut sampai selesai.pastinya semakin indah,Kiranya pembangunannya berlanjut sampai selesaipastinya semakin indah,kiranya pembangunannya berlanjut sampai selesaipastinya semakin indah,"['kiranya', 'pembangunannya', 'berlanjut', 'sampai', 'selesaipastinya', 'semakin', 'indah']","['pembangunannya', 'berlanjut', 'selesaipastinya', 'indah']",bangun lanjut selesaipastinya indah
Iya prlahan2 akan selesai👍,Iya prlahan akan selesai,iya prlahan akan selesai,"['iya', 'prlahan', 'akan', 'selesai']","['iya', 'prlahan', 'selesai']",iya prlahan selesai
Gak akan bro kan sudah diatur perda nya cpi fungsi utama nya rt rth,Gak akan bro kan sudah diatur perda nya cpi fungsi utama nya rt rth,gak akan bro kan sudah diatur perda nya cpi fungsi utama nya rt rth,"['gak', 'akan', 'bro', 'kan', 'sudah', 'diatur', 'perda', 'nya', 'cpi', 'fungsi', 'utama', 'nya', 'rt', 'rth']","['gak', 'bro', 'diatur', 'perda', 'nya', 'cpi', 'fungsi', 'utama', 'nya', 'rt', 'rth']",gak bro atur perda nya cpi fungsi utama nya rt rth
Reklamasi kalau cuma untuk kepentingan orang lain yang punya duit dan tidak bisa di nikmati oleh warga setempat sebaiknya itu tidak perlu ada Apa lagi para penghuni nya bukan warga setempat dan menjadi milik orang lain terlebih warga setempat itu cuma bisa melihat dan tidak bisa menggunakan pasilitas yang ada di dalam nya,Reklamasi kalau cuma untuk kepentingan orang lain yang punya duit dan tidak bisa di nikmati oleh warga setempat sebaiknya itu tidak perlu ada Apa lagi para penghuni nya bukan warga setempat dan menjadi milik orang lain terlebih warga setempat itu cuma bisa melihat dan tidak bisa menggunakan pasilitas yang ada di dalam nya,reklamasi kalau cuma untuk kepentingan orang lain yang punya duit dan tidak bisa di nikmati oleh warga setempat sebaiknya itu tidak perlu ada apa lagi para penghuni nya bukan warga setempat dan menjadi milik orang lain terlebih warga setempat itu cuma bisa melihat dan tidak bisa menggunakan pasilitas yang ada di dalam nya,"['reklamasi', 'kalau', 'cuma', 'untuk', 'kepentingan', 'orang', 'lain', 'yang', 'punya', 'duit', 'dan', 'tidak', 'bisa', 'di', 'nikmati', 'oleh', 'warga', 'setempat', 'sebaiknya', 'itu', 'tidak', 'perlu', 'ada', 'apa', 'lagi', 'para', 'penghuni', 'nya', 'bukan', 'warga', 'setempat', 'dan', 'menjadi', 'milik', 'orang', 'lain', 'terlebih', 'warga', 'setempat', 'itu', 'cuma', 'bisa', 'melihat', 'dan', 'tidak', 'bisa', 'menggunakan', 'pasilitas', 'yang', 'ada', 'di', 'dalam', 'nya']","['reklamasi', 'kepentingan', 'orang', 'duit', 'nikmati', 'warga', 'penghuni', 'nya', 'warga', 'milik', 'orang', 'warga', 'pasilitas', 'nya']",reklamasi penting orang duit nikmat warga huni nya warga milik orang warga pasilitas nya
